Word,Category
白血球,Nouns
白話文,Idioms
白費,Adjectives
白金,Nouns
白開水,Idioms
白領階級,Adjectives
白髮蒼蒼,Nouns
百,Quantifiers
百事可樂,Adjectives
百依百順,Adjectives
百分之一,Quantifiers
百分之百,Quantifiers
百分數,Nouns
百分比,Nouns
百姓,Nouns
百尺竿頭,Adjectives
百年,Temporal Words
百年樹人,Nouns
百戰百勝,Adjectives
百折不撓,Adjectives
百步蛇,Nouns
百歲,Nouns
百發百中,Nouns
百科全書,Nouns
百葉窗,Nouns
百貨,Nouns
百貨公司,Pronouns
百里侯,Pronouns
的,Emphasis Words
皮包,Nouns
皮尺,Nouns
皮帶,Nouns
皮箱,Nouns
皮膚,Nouns
皮衣,Nouns
皮鞋,Nouns
盆,Nouns
盆栽,Nouns
盆花,Nouns
盈餘,Nouns
益友,Nouns
益智,Nouns
益處,Nouns
盒子,Nouns
盔甲,Nouns
盛名,Nouns
盛大,Nouns
盛情,Nouns
盛氣凌人,Nouns
盛況,Nouns
盛湯,Nouns
盜拷,Nouns
盜版,Nouns
盜用,Nouns
盜賣,Nouns
盜領,Nouns
盟主,Nouns
盡人皆知,Adverbs
盡力,Adverbs
盡善盡美,Adverbs
盡孝,Adverbs
盡心,Adverbs
盡忠,Adverbs
盡忠報國,Adverbs
盡職,Nouns
盡責,Nouns
監察委員,Nouns
監工,Nouns
監獄,Nouns
監理所,Nouns
監票,Nouns
監考,Nouns
監聽,Nouns
盤點,Nouns
盥洗,Nouns
盪鞦韆,Nouns
目不識丁,Nouns
目中無人,Nouns
目光,Nouns
目前,Temporal Words
目標,Nouns
目無法紀,Nouns
目的,Nouns
目睹,Nouns
目瞪口呆,Emphasis Words
目空一切,Emphasis Words
目錄,Adjectives
盲,Nouns
盲從,Nouns
盲目,Nouns
盲腸,Nouns
盲點,Nouns
直,Nouns
直升,Nouns
直升機,Nouns
直屬,Nouns
直排輪,Nouns
直接,Nouns
直播,Verbs
直系,Nouns
直線,Nouns
直覺,Adjectives
直角,Nouns
直轄市,Nouns
直達,Verbs
相似,Adjectives
相依,Adjectives
相依為命,Pronouns
相信,Verbs
相反,Adjectives
相同,Nouns
相夫教子,Verbs
相對,Adjectives
相差,Verbs
相得益彰,Nouns
相思,Adjectives
相提並論,Nouns
相敬如賓,Verbs
相片,Nouns
相當,Adjectives
相等,Nouns
相逢,Nouns
相配,Adjectives
相關,Adjectives
盼望,Verbs
省,Quantifiers
省事,Adjectives
省力,Adjectives
省吃儉用,Adjectives
省察,Verbs
省思,Verbs
眉,Nouns
眉來眼去,Nouns
眉毛,Nouns
眉清目秀,Adjectives
眉目,Nouns
眉開眼笑,Verbs
看,Verbs
看不慣,Verbs
看不清楚,Verbs
看不起,Nouns
看家,Verbs
看板,Nouns
看病,Verbs
看相,Nouns
看穿,Verbs
看臺,Nouns
看見,Verbs
看護,Nouns
看醫生,Verbs
看錯了,Mood Particles
真,Adjectives
真分數,Adjectives
真善美,Adjectives
真實,Adjectives
真心,Adjectives
真心真意,Adjectives
真情,Adjectives
真憑實據,Adjectives
真才實學,Adjectives
真理,Adjectives
真相,Adjectives
真空,Emotion Words
眼中無人,Nouns
眼光高,Adjectives
眼前,Temporal Words
眼力,Nouns
眼明手快,Nouns
眼淚,Nouns
眼睛,Nouns
眼科,Nouns
眼花撩亂,Adjectives
眼見,Verbs
眼鏡,Nouns
眼高手低,Emphasis Words
眾人,Nouns
眾叛親離,Nouns
眾多,Nouns
眾志成城,Nouns
眾望所歸,Verbs
眾說紛紜,Nouns
睏,Nouns
睡,Nouns
睡不著,Nouns
督促,Verbs
督學,Nouns
督察,Nouns
瞎眼,Adjectives
瞞天過海,Idioms
瞭如指掌,Adjectives
瞭望,Nouns
矛盾,Nouns
矜持,Adjectives
知人善任,Idioms
知名,Adjectives
知己知彼,Idioms
知恥,Emotion
知情,Adjectives
知書達禮,Idioms
知法犯法,Idioms
知行合一,Nouns
知覺,Adjectives
知識,Idioms
知足,Nouns
知道,Verbs
知難而退,Verbs
知難行易,Idioms
矩形,Nouns
短,Adjectives
短兵相接,Nouns
短劇,Nouns
短句,Nouns
短文,Nouns
短袖,Nouns
短見,Adjectives
短跑,Nouns
短髮,Adjectives
矮,Adjectives
矮化,Adjectives
矮小,Adjectives
石化,Mood Particles
石沉大海,Nouns
石油,Nouns
石膏,Nouns
石階,Nouns
石雕,Nouns
石頭,Nouns
砂布,Verbs
砂眼,Verbs
砂糖,Institutions
研習,Verbs
研製,Verbs
研討,Verbs
破,Verbs
破土,Verbs
破壞,Verbs
破曉,Verbs
破案,Verbs
破產,Verbs
破皮,Verbs
破相,Verbs
破碎,Verbs
破裂,Verbs
破財,Nouns
破鏡重圓,Nouns
硬,Nouns
硬幣,Adjectives
硬度,Nouns
硬硬的,Nouns
碗,Nouns
碗粿,Nouns
碗蓋,Nouns
碩士,Nouns
碩果僅存,Nouns
碰壁,Verbs
碰撞,Nouns
碰見,Verbs
碰運氣,Verbs
確信,Adjectives
確定,Adjectives
確實,Adjectives
確認,Adjectives
磁力,Nouns
磁場,Nouns
磁碟,Nouns
磁鐵,Nouns
磚頭,Nouns
磨損,Nouns
磨料,Verbs
磨練,Nouns
礦泉水,Verbs
礦物,Nouns
示威,Nouns
示範,Verbs
示警,Nouns
社交,Nouns
社區,Nouns
社團,Nouns
社工,Nouns
社會,Nouns
社會福利,Nouns
社會福利學系,Nouns
社會風氣,Nouns
社福系,Nouns
社論,Nouns
祈求,Question Pronouns
祈福,Question Pronouns
祈禱,Question Pronouns
祕密,Nouns
祕藏,Nouns
祖先,Nouns
祖墳,Nouns
祖母,Nouns
祖父,Emphasis Words
祖產,Mood Particles
祝,Mood Particles
祝壽,Mood Particles
祝福,Nouns
神木,Nouns
神機妙算,Nouns
神氣,Adjectives
神經,Adjectives
神經病,Nouns
神聖,Adjectives
神話,Nouns
神通廣大,Adjectives
祥瑞,Nouns
票,Nouns
票價,Nouns
票據,Nouns
票數,Nouns
票選,Nouns
祭文,Nouns
祭祖,Nouns
祭神,Nouns
禁不起,Temporal Words
禁地,Nouns
禁止,Causative Constructions
禁煙,Verbs
禁物,Verbs
禁用,Verbs
禁藥,Verbs
禍不單行,Verbs
禍國殃民,Nouns
禍害,Nouns
禍從口出,Nouns
禍患,Nouns
福利,Nouns
福利社,Nouns
福如東海,Nouns
福氣,Nouns
福音,Nouns
禦寒,Adverbs
禪學,Nouns
禪寺,Nouns
禪讓,Nouns
禮儀,Nouns
禮券,Nouns
禮品,Nouns
禮堂,Nouns
禮尚往來,Nouns
禮拜,Nouns
禮拜一,Nouns
禮拜三,Temporal Words
禮拜二,Temporal Words
禮拜五,Temporal Words
禮拜六,Temporal Words
禮拜四,Temporal Words
禮拜天,Temporal Words
禮拜幾,Question Adverbs
禮服,Nouns
禮物,Nouns
禮節,Nouns
禮讓,Nouns
禮貌,Nouns
禱告,Nouns
禿頭,Nouns
秀外慧中,Adjectives
秀氣,Adjectives
秀麗,Adjectives
私,Pronouns
私人,Nouns
私心,Nouns
私立,Nouns
私章,Nouns
私藏,Nouns
秋,Temporal Words
秋天,Nouns
秋季,Nouns
秋高氣爽,Nouns
科,Adjectives
科任,Nouns
科博館,Nouns
科大,Nouns
科學,Nouns
科工館,Nouns
科技,Nouns
科技大學,Nouns
科教館,Nouns
科目,Nouns
秘密,Nouns
秘密戀愛,Nouns
租,Nouns
租借,Nouns
租約,Nouns
租金,Nouns
秤,Nouns
秧田,Verbs
秧苗,Nouns
秩序,Nouns
移交,Verbs
移動,Verbs
移山,Verbs
移山倒海,Verbs
移植,Verbs
移民,Verbs
移花接木,Verbs
移風易俗,Verbs
稀少,Adjectives
稀飯,Nouns
稅,Nouns
稅單,Nouns
稅捐,Nouns
稅收,Nouns
稅款,Nouns
程序,Nouns
程度,Adverbs
程式,Nouns
稍安勿躁,Nouns
稍微,Nouns
種,Nouns
種子,Nouns
種植,Nouns
種瓜得瓜,Nouns
種田,Nouns
種花,Nouns
種類,Nouns
稱,Nouns
稱兄道弟,Nouns
稱呼,Nouns
稱心如意,Nouns
稻子,Nouns
稻穗,Nouns
稻米,Nouns
稻草,Nouns
稿件,Nouns
稿紙,Nouns
稿費,Nouns
積勞成疾,Adjectives
積壓,Temporal Words
積少成多,Quantifiers
積德,Adjectives
積怨,Adjectives
積木,Nouns
積極,Adjectives
積水,Temporal Words
積蓄,Adjectives
穩健,Adjectives
穩固,Adjectives
穩如泰山,Temporal Words
穩定,Nouns
穩紮穩打,Question Pronouns
空,Nouns
空中大學,Nouns
空口無憑,Adjectives
空地,Nouns
空城計,Nouns
空手,Nouns
空手道,Nouns
空氣,Nouns
空洞,Nouns
空白,Nouns
空虛,Nouns
空軍,Nouns
空運,Nouns
空間,Nouns
空防,Nouns
空降,Nouns
空難,Nouns
空頭支票,Adjectives
穿,Nouns
穿山甲,Verbs
穿紅衣,Verbs
穿紅褲,Verbs
穿耳洞,Verbs
穿衣,Verbs
穿越,Verbs
穿透,Verbs
穿針引線,Verbs
穿鞋,Verbs
突出,Adverbs
突然,Adverbs
突破,Adverbs
突變,Adverbs
突飛猛進,Adverbs
窄,Adjectives
窒息,Adjectives
窒礙難行,Adjectives
窗,Nouns
窗戶,Nouns
窗簾,Nouns
窮,Nouns
窮凶惡極,Nouns
窮困,Nouns
窮苦,Nouns
窮途末路,Nouns
窺探,Nouns
立冬,Nouns
立刻,Adverbs
立功,Verbs
立地成佛,Idioms
立場,Nouns
立夏,Temporal Words
立志,Verbs
立春,Temporal Words
立業,Nouns
立法,Verbs
立法委員,Nouns
立法院,Nouns
立秋,Temporal Words
立竿見影,Verbs
立約,Idioms
立蛋,Idioms
立論,Nouns
立足,Verbs
立身處世,Expressions
立體,Nouns
站,Verbs
站不住腳,Expressions
站長,Nouns
童叟無欺,Adverbs
童子軍,Nouns
童工,Nouns
童年,Nouns
童星,Nouns
童言無忌,Adverbs
童話,Nouns
童謠,Nouns
童顏,Nouns
端午節,Adjectives
端正,Adjectives
端莊,Nouns
競爭,Nouns
競賽,Nouns
競走,Nouns
競選,Nouns
竹報平安,Emphasis Words
竹子,Mood Particles
笑容滿面,Adjectives
笑臉,Nouns
笑話,Nouns
笑談,Nouns
笛子,Nouns
符合,Pronouns
符號,Nouns
笨,Adjectives
笨手笨腳,Adjectives
笨重,Adjectives
第一個,Nouns
第一名,Nouns
第一屆,Nouns
第一次,Nouns
第一級,Nouns
第一課,Nouns
第二個,Nouns
第二名,Nouns
筆,Nouns
筆友,Nouns
筆名,Nouns
筆談,Nouns
筆錄,Nouns
筆電,Nouns
等,Quantifiers
等一下,Mood Particles
等分,Nouns
等待,Verbs
等於,Adjectives
等比,Nouns
等等,Mood Particles
等級,Nouns
筋骨,Nouns
筍,Pronouns
答應,Nouns
答案,Nouns
答禮,Nouns
答覆,Nouns
答謝,Nouns
答辯,Nouns
筵席,Verbs
筷子,Emphasis Words
算,Verbs
算了,Nouns
算術,Nouns
管子,Nouns
管教,Nouns
管理,Nouns
管理學院,Nouns
箭靶,Nouns
箭頭,Nouns
箱子,Nouns
節,Temporal Words
節儉,Adjectives
節哀順變,Expressions
節拍,Nouns
節目,Nouns
節省,Adjectives
範例,Nouns
範圍,Nouns
範本,Nouns
篇幅,Nouns
篇章,Nouns
簡介,Nouns
簡分數,Adjectives
簡化,Nouns
簡單,Nouns
簡報,Adjectives
簡字,Nouns
簡歷,Nouns
簡稱,Nouns
簡章,Nouns
簡訊,Nouns
簽到,Verbs
簽名,Verbs
簽收,Verbs
簽章,Verbs
簽約,Verbs
簽證,Nouns
簿本,Nouns
簿記,Nouns
籃子,Nouns
籃球,Nouns
籌備,Nouns
籌劃,Nouns
籍貫,Nouns
米,Nouns
米漿,Nouns
米粉,Nouns
米糕,Nouns
米腸,Nouns
粉,Nouns
粉刷,Verbs
粉筆,Nouns
粉紅,Adjectives
粉紅色,Adjectives
粗俗,Adjectives
粗壯,Adjectives
粗工,Nouns
粗心,Adjectives
粗心大意,Adjectives
粗暴,Adjectives
粗糙,Adjectives
粗細,Nouns
粗茶淡飯,Nouns
粗重,Nouns
粘貼,Adjectives
粥,Adjectives
粽子,Adjectives
精品,Adjectives
精密,Adjectives
精巧,Nouns
精簡,Adjectives
精細,Adjectives
精良,Adjectives
精華,Nouns
精誠,Nouns
精進,Verbs
精雕細琢,Adjectives
糖,Nouns
糖尿病,Nouns
糖果,Nouns
系,Nouns
系列,Nouns
系統,Verbs
糾正,Nouns
糾紛,Nouns
紀念,Nouns
紀錄,Nouns
紀錄片,Nouns
約,Adjectives
紅利,Adjectives
紅包,Adjectives
紅十字會,Nouns
紅毛樓,Nouns
紅綠燈,Nouns
紅綠燈遊戲,Nouns
紅色,Adjectives
紅茶,Nouns
紅蘿蔔,Nouns
紅血球,Nouns
紅豆湯,Nouns
紅豆餅,Nouns
紊亂,Temporal Words
紋理,Nouns
紋路,Nouns
紋身貼紙,Nouns
納稅,Nouns
紐約,Verbs
紓困,Nouns
純潔,Nouns
純粹,Adjectives
純金,Adjectives
紙,Adjectives
紙上談兵,Nouns
紙幣,Nouns
紙張,Nouns
紙醉金迷,Nouns
級任,Nouns
紛爭,Nouns
紛紛,Scope Words
素,Adjectives
素丸,Nouns
素描,Nouns
素昧平生,Nouns
素食,Adjectives
素養,Adjectives
索取,Verbs
索引,Nouns
索賠,Verbs
紫,Nouns
紫外線,Nouns
紫色,Nouns
累,Adjectives
累犯,Adjectives
累積,Adjectives
細胞,Nouns
細菌,Nouns
細雨,Nouns
紳士,Nouns
終了,Temporal Words
終於,Emphasis Words
終日,Temporal Words
終止,Verbs
終生,Nouns
終身大事,Nouns
終點,Temporal Words
組,Nouns
組合,Nouns
組團,Nouns
組成,Verbs
組織,Verbs
組閣,Verbs
絆倒,Nouns
結合,Verbs
結婚,Verbs
結實,Nouns
結業,Nouns
結構,Nouns
結算,Verbs
結紮,Verbs
結論,Nouns
結餘,Nouns
絕交,Verbs
絕嗣,Verbs
絕對,Adjectives
絕望,Adjectives
絕無僅有,Nouns
絕症,Adjectives
絕跡,Adjectives
絕路,Adjectives
絕食,Verbs
絞痛,Verbs
絞盡腦汁,Temporal Words
絡繹不絕,Adjectives
絢爛,Adjectives
絢麗,Verbs
給,Verbs
給予,Pronouns
統一,Nouns
統治,Nouns
統計學,Nouns
絲,Nouns
絲毫,Nouns
絲絨,Nouns
絲綢,Nouns
絲線,Nouns
絲織品,Nouns
絲被,Nouns
絲襪,Nouns
絲路,Nouns
綁,Verbs
綁匪,Nouns
綁架,Verbs
綁票,Nouns
綁頭髮,Verbs
經商,Nouns
經常,Verbs
經度,Frequency Words
經歷,Nouns
經濟,Nouns
經濟學系,Nouns
經濟部,Nouns
經營,Nouns
經費,Quantifiers
經過,Temporal Words
經驗,Nouns
綜合,Nouns
綜括,Nouns
綜觀,Nouns
綠,Adjectives
綠化,Nouns
綠卡,Adjectives
綠燈,Adjectives
綠色,Nouns
綠茶,Nouns
綠藻,Nouns
綠野,Nouns
綢緞,Nouns
維修,Verbs
維持,Verbs
維生素,Nouns
維護,Verbs
綱目,Nouns
綱要,Nouns
網,Nouns
網際網路,Nouns
網頁,Nouns
綺麗,Adjectives
綻放,Adjectives
綿密,Adjectives
綿延,Adjectives
綿羊,Nouns
緊,Adjectives
緊促,Adjectives
緊張,Adjectives
緊縮,Nouns
緋聞,Nouns
緒言,Nouns
緒論,Nouns
緘默,Adjectives
線,Nouns
線條,Nouns
線民,Nouns
線索,Verbs
緝拿,Verbs
緝捕,Verbs
締盟,Verbs
締約,Nouns
締結,Nouns
緣故,Causal Conjunctions
緣起,Nouns
編列,Verbs
編審,Verbs
編撰,Verbs
編製,Verbs
編譯,Verbs
編輯,Verbs
緩刑,Temporal Words
緩召,Temporal Words
緩和,Adverbs
緩急,Temporal Words
緩衝,Nouns
緬懷,Nouns
緬甸,Verbs
練功,Verbs
練習,Verbs
練達,Verbs
縣,Quantifiers
縣界,Nouns
縫,Verbs
縫合,Verbs
縫紉,Verbs
縫補,Verbs
縮小,Verbs
縮水,Verbs
縮短,Verbs
縱容,Verbs
縱橫,Nouns
縱火,Nouns
縱貫,Verbs
總務,Nouns
總是,Adverbs
總算,Nouns
總統,Nouns
總而言之,Totalives
總計,Nouns
績效,Adjectives
繁忙,Adjectives
繁文縟節,Nouns
繁榮,Adjectives
繁殖,Adjectives
繁重,Nouns
繃帶,Nouns
織女星,Verbs
繕寫,Nouns
繡花,Nouns
繡補,Nouns
繩子,Nouns
繩索,Nouns
繪圖,Nouns
繪畫,Nouns
繫安全帶,Verbs
繳稅,Verbs
繳費,Verbs
繼任,Verbs
繼承,Verbs
繼續,Verbs
繽紛,Adjectives
續約,Nouns
纏綿,Nouns
纏繞,Nouns
纖細,Nouns
纖維,Nouns
缺,Nouns
缺乏,Adjectives
缺少,Nouns
缺席,Nouns
缺貨,Adjectives
缺陷,Nouns
缺點,Nouns
罐頭,Nouns
罕有,Adjectives
罕見,Adjectives
罪大惡極,Adjectives
罪嫌,Nouns
罪惡,Nouns
罪有應得,Adjectives
罪犯,Nouns
罪證,Nouns
置之不理,Mood Particles
置信,Verbs
置產,Nouns
置評,Verbs
罰,Nouns
罰款,Verbs
罰站,Verbs
罵,Nouns
罵街,Verbs
罷免,Verbs
罷工,Nouns
罹患,Nouns
罹難,Verbs
羈留,Nouns
羈絆,Nouns
羊,Nouns
羊毛,Nouns
羊水,Nouns
美,Adjectives
美中不足,Question Adverbs
美勞,Nouns
美化,Verbs
美味,Adjectives
美國,Nouns
美容,Nouns
美容院,Nouns
美感,Adjectives
美景,Nouns
美滿,Adjectives
美育,Nouns
美術,Adjectives
美術館,Nouns
美觀,Emotion Particles
美貌,Emotion Particles
羞慚,Emotion Particles
群眾,Nouns
群育,Nouns
羨慕,Adjectives
義不容辭,Adjectives
義務,Nouns
義大利,Nouns
義大利麵,Nouns
義工,Nouns
義正詞嚴,Adjectives
義氣,Nouns
義演,Nouns
義賣,Nouns
羹,Nouns
羽毛,Nouns
羽毛球,Nouns
羽球,Nouns
翁,Nouns
翅膀,Nouns
習俗,Adverbs
習性,Verbs
習慣,Verbs
翻印,Verbs
翻案,Verbs
翻牌,Verbs
翻譯,Verbs
翻譯者,Nouns
翻跟斗,Verbs
翻身,Verbs
翼,Nouns
老,Pronouns
老三,Pronouns
老么,Pronouns
老二,Nouns
老人,Nouns
老公,Nouns
老化,Nouns
老大,Nouns
老婆,Nouns
老實,Nouns
老師,Nouns
老年,Nouns
老練,Nouns
考,Verbs
考卷,Nouns
考取,Verbs
考場,Nouns
考察,Nouns
考核,Nouns
考績,Nouns
考試,Nouns
考驗,Nouns
而且,Coordinating Conjunction
耍寶,Emphasis Words
耍詐,Emphasis Words
耍賴,Emphasis Words
耐勞,Adjectives
耐寒,Adjectives
耐心,Adjectives
耐性,Adjectives
耐煩,Verbs
耕田,Verbs
耕耘,Verbs
耗損,Nouns
耗竭,Nouns
耳朵痛,Nouns
耳環,Nouns
耳罩,Nouns
耳聽八方,Nouns
耳聾,Nouns
耳鳴,Nouns
耽擱,Nouns
耽誤,Nouns
耿直,Adjectives
耿耿於懷,Adjectives
聆聽,Verbs
聊天,Nouns
聖火,Nouns
聖誕,Nouns
聖誕樹,Nouns
聖誕節,Nouns
聖誕老人,Nouns
聖誕老公公,Nouns
聖誕襪,Nouns
聘書,Verbs
聘用,Nouns
聘禮,Verbs
聘請,Nouns
聘金,Verbs
聚精會神,Nouns
聚集,Verbs
聚餐,Nouns
聞,Verbs
聞名,Nouns
聞訊,Nouns
聯合,Nouns
聯合國,Nouns
聯想,Nouns
聯歡會,Nouns
聯絡,Nouns
聯絡簿,Adjectives
聰明,Verb
聲援,Adjectives
聲明,Nouns
聲望,Nouns
聲音,Nouns
職務,Nouns
職業,Verbs
職稱,Adjectives
職責,Nouns
聽損,Pronouns
聽損小孩,Pronouns
聽故事,Verbs
聽眾,Nouns
聽見,Verbs
聽說,Verbs
聽講,Verbs
聽障,Nouns
聽障小孩,Nouns
聾,Nouns
聾人,Nouns
聾小孩,Nouns
聾童,Nouns
肄業,Nouns
肅靜,Nouns
肇事,Nouns
肉,Nouns
肉圓,Nouns
肌肉,Adjectives
肌膚,Nouns
肚量Ⅱ,Nouns
肛門,Nouns
肝,Nouns
肝炎,Nouns
肝癌,Nouns
肝臟,Nouns
肝蛭,Nouns
股利,Nouns
股息,Nouns
股東,Nouns
股票,Nouns
肢障,Nouns
肢體,Nouns
肥,Nouns
肥料,Nouns
肥沃,Nouns
肥皂,Nouns
肥肉,Nouns
肥胖,Nouns
肩膀,Verbs
肩負,Nouns
肯,Adjectives
肯定,Nouns
肯德基,Nouns
育,Nouns
育嬰,Nouns
育嬰假,Nouns
育苗,Nouns
肺炎,Nouns
肺病,Nouns
肺癌,Nouns
肺結核,Nouns
肺臟,Nouns
胃,Nouns
胃下垂,Nouns
胃口,Nouns
胃炎,Nouns
胃病,Nouns
胃癌,Nouns
胃鏡,Nouns
背信,Nouns
背信忘義,Nouns
背包,Nouns
背叛,Nouns
背後,Nouns
背心,Nouns
背部,Nouns
背離,Nouns
背面,Nouns
胎兒,Nouns
胎教,Nouns
胎氣,Nouns
胎盤,Nouns
胖,Adjectives
胖老爹炸雞,Nouns
胡亂,Adjectives
胡椒,Nouns
胡說,Nouns
胡說八道,Nouns
胡鬧,Nouns
胰島素,Nouns
胰腺,Nouns
胰臟,Nouns
胳膊,Nouns
胳臂,Nouns
胸懷,Nouns
胸罩,Nouns
胸腔,Verbs
胸膛,Nouns
能夠,Verbs
能幹,Adjectives
能源,Nouns
能耐,Adjectives
能言善道,Adjectives
脂肪,Nouns
脅迫,Verb
脆弱,Adjective
脆脆的,Adverb
脈動,Nouns
脈搏,Nouns
脈絡,Nouns
脊椎骨,Nouns
脊髓,Nouns
脖子,Nouns
脣裂,Pronouns
脣齒相依,Idiom
脫水,Adjective
脫產,Idiom
脫穎而出,Idiom
脫胎換骨,Verb
脫臼,Verb
脫逃,Verbs
脫鞋,Verbs
脾氣,Adjectives
脾臟,Nouns
腋下,Nouns
腋窩,Nouns
腎,Nouns
腎上腺,Nouns
腎結石,Nouns
腎臟,Nouns
腐爛,Adjectives
腐舊,Adjectives
腐蝕,Adjectives
腥味,Adjectives
腥臭,Nouns
腦力激盪,Nouns
腦溢血,Nouns
腦炎,Nouns
腦瘤,Adjectives
腦筋,Nouns
腦筋好,Nouns
腦震盪,Adjectives
腫瘤,Verb
腰,Nouns
腰圍,Nouns
腰帶,Nouns
腳,Nouns
腳步,Nouns
腳踏實地,Nouns
腳踏車,Nouns
腸子,Nouns
腸炎,Nouns
腸胃,Nouns
腹痛,Nouns
腹脹,Nouns
腹膜炎,Nouns
腿,Nouns
膀胱,Nouns
膏藥,Nouns
膚淺,Nouns
膜拜,Nouns
膝蓋,Nouns
膠布,Adjectives
膠帶,Nouns
膠水,Nouns
膽寒,Emphasis Words
膽怯,Emphasis Words
膽量,Nouns
臃腫,Adjectives
臉,Nouns
臉書,Nouns
臉皮厚,Adjectives
臉紅,Nouns
臉色,Adjectives
臉色紅潤,Nouns
臉色蒼白,Nouns
臍帶,Nouns
臥房,Nouns
臥病,Nouns
臨危,Temporal Words
臨床,Nouns
臨死,Temporal Words
臨盆,Temporal Words
自主,Temporal Words
自作聰明,Adjectives
自信,Nouns
自助,Adjectives
自助餐,Nouns
自動,Nouns
自動取款機,Adjectives
自動扶梯,Nouns
自動提款機,Nouns
自動櫃員機,Nouns
自卑,Pronouns
自大,Adjectives
自尊,Adjectives
自己,Adjectives
自強不息,Pronouns
自愛,Adjectives
自救,Adjectives
自欺欺人,Adjectives
自殺,Adjectives
自然,Adjectives
自然而然,Adjectives
自由,Adjectives
自由式,Adjectives
自私,Pronouns
自立,Adjectives
自立自強,Adjectives
自習,Adjectives
自行車,Adjectives
自謙,Nouns
自責,Adjectives
自費,Pronouns
自述,Adjectives
自閉症,Nouns
自願,Adjectives
自食其力,Adjectives
自首,Verbs
臭,Adjectives
臭罵,Adjectives
臭臭的,Temporal Words
至今,Quantifiers
至少,Coordinating Conjunctions
至於,Nouns
至聖,Verbs
致意,Verbs
致敬,Verbs
致謝,Verbs
致賀,Nouns
臺幣,Nouns
臺灣,Nouns
臺階,Nouns
舅媽,Nouns
舅舅,Adjectives
與世無爭,Emotion Particles
興盛,Nouns
興趣,Nouns
興高采烈,Adjectives
舉例,Pronouns
舉手,Pronouns
舉行,Verbs
舉辦,Verbs
舊,Adjectives
舊情,Nouns
舊曆,Nouns
舊案,Nouns
舌,Nouns
舌鋒,Nouns
舌頭,Nouns
舍下,Nouns
舒服,Nouns
舞台,Nouns
舞弊,Nouns
舞會,Nouns
舞蹈,Nouns
舟,Verbs
舟車,Nouns
航海,Nouns
航程,Nouns
航空,Nouns
航空站,Nouns
航運,Nouns
船,Nouns
船票,Nouns
船艦,Nouns
船隻,Nouns
良善,Adjectives
良好,Adjectives
良師益友,Nouns
良心,Adjectives
良機,Nouns
良莠不齊,Adjectives
良藥苦口,Adjectives
艱苦,Adjectives
艱鉅,Adjectives
艱難,Nouns
色,Nouns
色彩,Nouns
色情,Nouns
色慾,Nouns
色澤,Nouns
色鉛筆,Nouns
芒果,Nouns
芥末,Nouns
芭樂,Nouns
花,Nouns
花園,Nouns
花房,Nouns
花枝丸,Nouns
花枝招展,Nouns
花樣,Nouns
花燈,Nouns
花環,Nouns
花生,Nouns
花盆,Nouns
花籃,Nouns
花蓮,Nouns
花蜜,Nouns
花言巧語,Nouns
花車,Nouns
花錢,Nouns
苗條,Adjectives
苛刻,Adjectives
苛求,Adjectives
苛責,Adjectives
若是,Conditional Words
若無其事,Temporal Words
苦,Adjectives
苦口,Adjectives
苦心,Adjectives
苦悶,Adjectives
苦惱,Nouns
苦瓜,Adjectives
苦苦的,Nouns
苦衷,Nouns
英俊,Nouns
英勇,Nouns
英國,Nouns
英文,Nouns
英文課,Nouns
英明,Nouns
茫茫,Adjectives
茶,Nouns
茶會,Nouns
茹苦含辛,Adjectives
草,Nouns
草原,Nouns
草圖,Nouns
草地,Nouns
草案,Nouns
草率,Adjectives
草稿,Nouns
草莓,Nouns
荊棘,Nouns
荒唐,Nouns
荒涼,Nouns
荒草,Adjectives
荔枝,Nouns
荷花,Nouns
莊嚴,Adjectives
莊重,Nouns
莫名其妙,Nouns
莽撞,Nouns
菁英,Adjectives
菁華,Nouns
菊花,Nouns
菜,Nouns
菜單,Nouns
菜圃,Nouns
菜市場,Nouns
菜攤,Nouns
菠菜,Nouns
華人,Pronouns
華僑,Pronouns
華麗,Adjectives
菱角,Nouns
菲律賓,Nouns
菸草,Nouns
菸葉,Adverbs
萌生,Nouns
萌芽,Nouns
萬,Nouns
萬丈深淵,Nouns
萬世師表,Nouns
萬全,Nouns
萬壽無疆,Nouns
萬巒豬腳,Nouns
萬眾一心,Causal Conjunctions
萬紫千紅,Adjectives
萬聖節,Temporal Words
萬能,Adjectives
萬花筒,Nouns
萬象更新,Temporal Words
萬里長城,Nouns
落伍,Adjectives
葉子,Nouns
葉綠素,Nouns
葉落歸根,Adjectives
著作,Nouns
著名,Adjectives
著急,Adverbs
著想,Adverbs
著手,Adverbs
著火,Adverbs
著迷,Nouns
葡萄,Nouns
葡萄柚,Nouns
葡萄糖,Nouns
葡萄酒,Verbs
葬,Nouns
葬禮,Nouns
葵花油,Nouns
蒐集,Nouns
蒙受,Adjectives
蒙難,Adjectives
蒜泥,Nouns
蒜苗,Nouns
蒜頭,Nouns
蒲公英,Nouns
蒸汽機,Nouns
蒸發,Verbs
蒸籠,Nouns
蒼天,Nouns
蒼山翠谷,Nouns
蒼老,Nouns
蒼蠅,Nouns
蓄電池,Verbs
蓋世英雄,Nouns
蓋印,Nouns
蓋章,Adjectives
蓑笠,Pronouns
蓑衣,Adjectives
